text,label_slot,label_intent
milwaukee orlando uçuşları tek yön,B-fromloc.city_name B-toloc.city_name O B-round_trip I-round_trip,flight
philadelphia ve atlanta arasında uçmam gerek,B-fromloc.city_name O B-toloc.city_name O O O,flight
bana salt lake city'den phoenix'e en son uçuşu göster,O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-flight_mod B-flight_mod O O,flight
denver'dan atlanta'ya pittsburgh'da duraklı uçuş var mı,B-fromloc.city_name B-toloc.city_name B-stoploc.city_name O O O O,flight
perşembe akşamı pittsburgh'dan los angeles'a uçuşları ver,B-depart_date.day_name B-depart_time.period_of_day B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O,flight
pazar günü san francisco'dan pittsburgh'a tüm uçuşların saatini istiyorum,B-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O O B-flight_time O,flight_time
oakland'dan philadelphia'ya,B-fromloc.city_name B-toloc.city_name,flight
boston'da bir limuzin servisinin fiyatı nedir,B-city_name O B-transport_type O O O,ground_fare
washington boston uçak bileti ne kadar,B-fromloc.city_name B-toloc.city_name O O O O,airfare
kansas city'den chicago'ya hangi uçuşlar önümüzdeki çarşamba saat 1900'da chicago'ya varıyor,B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O O B-arrive_date.date_relative B-arrive_date.day_name O B-arrive_time.time B-toloc.city_name O,flight
philadelphia'dan pittsburgh business class'a tek yön ücret nedir,B-fromloc.city_name B-toloc.city_name B-class_type I-class_type B-round_trip I-round_trip O O,airfare
bana denver'dan baltimore'a uçak bileti ver,O B-fromloc.city_name B-toloc.city_name O O O,flight
cumartesi öğleden sonra denver'dan philadelphia'ya uçuş,B-depart_date.day_name B-depart_time.period_of_day I-depart_time.period_of_day B-fromloc.city_name B-toloc.city_name O,flight
continental pazar günü chicago'ya hangi uçuşlar varıyor,B-airline_name B-arrive_date.day_name O B-toloc.city_name O O O,flight
bana san francisco pittsburgh arasındaki tüm uçuşları göster,O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O O O O,flight
atlanta dallas arası en ucuz bileti bulmak istiyorum,B-fromloc.city_name B-toloc.city_name O B-cost_relative I-cost_relative O O O,airfare
sabah delta'dan atlanta'ya uçuşları göster,B-depart_time.period_of_day B-airline_name B-toloc.city_name O O,flight
hangi havayolları pittsburgh'a gidiyor,O O B-toloc.city_name O,airline
aynı tarihte new york'tan toronto'ya havayollarını ve uçuş numaralarını görebilir miyim lütfen on yedinci haziran ayrıca toronto'ya öğleden önce varan teşekkür ederim,B-depart_date.date_relative O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O O O O O O O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name O B-toloc.city_name B-arrive_time.time B-arrive_time.time_relative O O O,airline+flight_no
ea ne anlama geliyor,B-airline_code O O O,abbreviation
meşe ve atl arasında birinci sınıf gidiş dönüş biletinin maliyeti nedir,B-fromloc.airport_code O B-toloc.airport_code O B-class_type I-class_type B-round_trip I-round_trip O O O,airfare
washington ve san francisco arasında dallas'ta aktarmalı bir uçuş hakkında bilgi istiyorum,B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-stoploc.city_name O O O O O O,flight
bana baltimore'dan dallas'a uçuşları gösterebilir misin,O B-fromloc.city_name B-toloc.city_name O O O,flight
pittsburgh'dan atlanta'ya uçmak istiyorum,B-fromloc.city_name B-toloc.city_name O O,flight
boston'dan san francisco'ya 3'ten fazla duraklı tüm uçuşları listele,B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O B-flight_stop O O O,flight
kısıtlama ap 57 nedir,O B-restriction_code I-restriction_code O,abbreviation
bana cuma günü philadelphia'dan oakland'a uçuşları göster,O B-depart_date.day_name O B-fromloc.city_name B-toloc.city_name O O,flight
denver'dan philadelphia'ya tüm uçuşları listele,B-fromloc.city_name B-toloc.city_name O O O,flight
las vegas montreal uçuşları,B-fromloc.city_name B-fromloc.city_name B-toloc.city_name O,flight
pazar günü oakland'den kalkan ve dallas'a varan uçuşları listeler misin,B-depart_date.day_name O B-fromloc.city_name O O B-toloc.city_name O O O O,flight
bana dallas'tan baltimore'a uçuşları söyle,O B-fromloc.city_name B-toloc.city_name O O,flight
bana denver'dan pittsburgh ve atlanta'ya uçuşları göster,O B-fromloc.city_name B-toloc.city_name O B-toloc.city_name O O,flight
perşembe günü atlanta'dan oakland'a uçuş yemekleriyle hangi uçuşlar var,B-depart_date.day_name O B-fromloc.city_name B-toloc.city_name O B-meal O O O,flight
bana boston'dan san francisco'ya öğleden sonra varan uçuşları göster,O B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-arrive_time.period_of_day I-arrive_time.period_of_day O O O,flight
bana boston için kara ulaşımını göster,O B-city_name O O O O,ground_service
bana indianapolis'ten orlando'ya yirmi yedi aralıkta ücretli uçuşları ver,O B-fromloc.city_name B-toloc.city_name B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name O O O,flight
boston ve philadelphia arasındaki tüm birleşik uçuşları göster,B-fromloc.city_name O B-toloc.city_name O O B-airline_name O O,flight
bana cp'nin kullandığı uçak tipini göster,O B-airline_code O O O O,aircraft
denver'dan hangi kara taşımacılığı var,B-city_name O O O O,ground_service
denver'dan pittsburgh'a uçuşlarla ilgileniyorum,B-fromloc.city_name B-toloc.city_name O O,flight
denver ve pittsburgh arasındaki uçak bileti ücreti ne kadar,B-fromloc.city_name O B-toloc.city_name O O O O O O,airfare
bana philadelphia'dan baltimore'a 3357 numaralı us uçuş göster,O B-fromloc.city_name B-toloc.city_name B-flight_number O B-airline_code O O,airfare
oakland'dan atlanta'ya sabah 1045'ten önce kalkan uçuşlar arıyorum,B-fromloc.city_name B-toloc.city_name B-depart_time.time I-depart_time.time B-depart_time.time_relative O O O,flight
bana san francisco'dan boston'a uçuşları göster,O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O O,flight
kara ulaşımı dallas,O O B-city_name,ground_service
oakland havaalanından oakland şehir merkezine seyahat etmek için ücretiniz var mı,B-fromloc.airport_name I-fromloc.airport_name B-toloc.city_name O O O O O O O O,airfare
lütfen bana san francisco'dan ayrılıp pittsburgh'a giden uçakları ver,O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O,flight
bana denver baltimore arasındaki tüm uçuşları göster,O B-fromloc.city_name B-toloc.city_name O O O O,flight
bana pittsburgh'daki havayollarının bir listesini ver,O B-city_name O O O O,airline
ücret kodu q ile ücret kodu f arasındaki fark nedir,O O B-fare_basis_code O O O B-fare_basis_code O B-fare_basis_code O,abbreviation
dallas'tan pittsburgh'a gidiş dönüş bir uçuş için seyahat düzenlemelerini bulun,B-fromloc.city_name B-toloc.city_name B-round_trip I-round_trip O O O O O O,flight
yirmi ağustos akşam 324'te washington'dan boston'a bir uçuş istiyorum,B-depart_date.day_number B-depart_date.month_name B-depart_time.time I-depart_time.time B-fromloc.city_name B-toloc.city_name O O O,flight
denver'dan boston'a akşam yemeği servisi yapan en erken uçağa ihtiyacım var,B-fromloc.city_name B-toloc.city_name B-meal_description I-meal_description O O B-flight_mod I-flight_mod O O O,flight
bana pazar günleri tampa'dan charlotte'a uçuşları göster,O B-depart_date.day_name O B-fromloc.city_name B-toloc.city_name O O,flight
on ağustos'ta kalkan dallas ve baltimore arasındaki en ucuz gidiş dönüş en ucuz uçuşu hangisidir,B-depart_date.day_number B-depart_date.month_name O B-fromloc.city_name O B-toloc.city_name O B-class_type I-class_type B-round_trip I-round_trip B-class_type I-class_type O O,flight
bana boston'dan san francisco'ya uçuşları göster,O B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O,flight
denver'dan boston'a gitmek istiyorum ve oraya gitmek istiyorum,B-fromloc.city_name B-toloc.city_name O O O O O O,flight
milwaukee'den denver'a uçuş,B-fromloc.city_name B-toloc.city_name O,flight
united'ın boston'dan kalkan tüm uçuşlarını göster,B-airline_name B-fromloc.city_name O O O O,flight
dokuz temmuz akşamı pittsburgh ve boston arasındaki uçuşların programı nedir,B-depart_date.day_number B-depart_date.month_name B-depart_time.period_of_day B-fromloc.city_name O B-toloc.city_name O B-flight_time I-flight_time O,flight_time
atlanta'dan denver'a birinci sınıf gidiş dönüş ücreti nedir,B-fromloc.city_name B-toloc.city_name B-class_type I-class_type B-round_trip I-round_trip O O,airfare
baltimore'dan dallas'a denver'dan bağlanan gidiş dönüş uçuş var mı,B-fromloc.city_name B-toloc.city_name B-stoploc.city_name B-connect B-round_trip I-round_trip O O O,flight
sabah boston'dan washington'a ilk uçuşu istiyorum,B-depart_time.period_of_day B-fromloc.city_name B-toloc.city_name B-flight_mod O O,flight
yedi ağustosta denver'da bir limuzin istiyorum,B-depart_date.day_number B-depart_date.month_name B-fromloc.city_name O B-transport_type O,ground_service
sabah 845'ten sonra kansas city'den denver'a hangi uçuşlar var,B-depart_time.period_of_day B-depart_time.time B-depart_time.time_relative B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O O O,flight
lütfen perşembe sabahı new york city'den toronto'ya kalkan tüm uçuşları listeleyin,O B-depart_date.day_name B-depart_time.period_of_day B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name B-toloc.city_name O O O O,flight
otuz bir ağustosta san francisco'dan boston'a uçuşları göster,B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O O,flight
midwest ekspres indianapolis'e hizmet ediyor mu,B-airline_name O B-city_name O O O,flight
philadelphia'dan dallas'a ne tür bir uçak kalkıyor,B-fromloc.city_name B-toloc.city_name O O O O O,aircraft
united airlines'ın denver'dan boston'a en son uçuşunun kalkış saati nedir,B-airline_name I-airline_name B-fromloc.city_name B-toloc.city_name B-flight_mod B-flight_mod O B-flight_time I-flight_time O,flight_time
lütfen bana atlanta'dan denver'a uçuşları göster,O O B-fromloc.city_name B-toloc.city_name O O,flight
san francisco havaalanı ve şehir arasındaki kara taşımacılığı nedir,B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O O O O O O,ground_service
newark'tan cleveland'a her gün saat 1700 uçuşları,B-fromloc.city_name B-toloc.city_name B-flight_days I-flight_days B-depart_time.time I-depart_time.time O,flight
boston ve baltimore washington arasında hangi uçuşlar var,B-fromloc.city_name O B-toloc.city_name B-toloc.city_name O O O O,flight
cumartesi günü newark'tan seattle'a hangi uçuşlar var,B-depart_date.day_name O B-fromloc.city_name B-toloc.city_name O O O,flight
çarşamba sabahı boston'dan denver'a hangi uçuşlar mevcut,B-depart_date.day_name B-depart_time.period_of_day B-fromloc.city_name B-toloc.city_name O O O,flight
dallas havaalanından dallas şehir merkezine kara ulaşımı var mı,B-fromloc.airport_name I-fromloc.airport_name B-toloc.city_name O O O O O O,ground_service
denver'dan atlanta'ya pittsburgh uçuşları var mı,B-fromloc.city_name B-toloc.city_name B-toloc.city_name O O O,flight
pittsburgh kalkışlı tüm uçuşlar denver'a varış,B-fromloc.city_name O O O B-toloc.city_name O,flight
midwest ekspres nashville'e hizmet ediyor mu,B-airline_name O B-city_name O O O,flight
yarın geç saatlerde minneapolis'ten long beach'e nasıl gidebilirim,B-depart_date.today_relative B-depart_time.period_mod O B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O,flight
tamam denver'dan pittsburgh'a uçmak istiyorum,O B-fromloc.city_name B-toloc.city_name O O,flight
denver'da yaşıyorum ve pittsburgh'a bir gezi yapmak istiyorum,B-fromloc.city_name O O B-toloc.city_name O O O O,flight
denver'dan philadelphia'ya uçuşları görmek istiyorum,B-fromloc.city_name B-toloc.city_name O O O,flight
denver'den oakland'a uçmanın en ucuz yolu nedir,B-fromloc.city_name B-toloc.city_name O B-cost_relative I-cost_relative O O,flight
philadelphia'dan dallas'a uçmak istiyorum,B-fromloc.city_name B-toloc.city_name O O,flight
dallas'tan washington'a bir uçuşla ilgileniyorum ve ayrıca baltimore'a gitmekle de ilgileniyorum,B-fromloc.city_name B-toloc.city_name O O O O O B-toloc.city_name O O O,flight
pazar günü san francisco'dan pittsburgh'a en ucuz uçak biletini istiyorum,B-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-cost_relative I-cost_relative O O O,airfare
denver'dan philadelphia'ya bir uçuşa ihtiyacım var,B-fromloc.city_name B-toloc.city_name O O O O,flight
hangi havayollarının pittsburgh'dan san francisco'ya uçuşları olduğunu söyle 2 eylül pazartesi,O O B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O B-depart_date.day_number B-depart_date.month_name B-depart_date.day_name,airline
ilk ağustos için boston'dan san francisco'ya uçuşların programı nedir,B-depart_date.day_number B-depart_date.month_name O B-fromloc.city_name B-toloc.city_name I-toloc.city_name O B-flight_time O,flight_time
ekim salı ilk atlanta'dan baltimore'a uçuşlar nelerdir,B-depart_date.month_name B-depart_date.day_name B-class_type B-fromloc.city_name B-toloc.city_name O O,flight
hangi havayolları denver'a hizmet ediyor,O O B-city_name O O,airline
boston ve philadelphia arasında kıtasal havayolları ile uçmak istiyorum,B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O O O,flight
amerikan havayolları long beach'den st louis'ye uçuyor mu dallas'ta mola veriyor öğle yemeği servisi yapıyor,B-airline_name I-airline_name B-fromloc.city_name I-fromloc.city_name B-toloc.city_name I-toloc.city_name O O B-stoploc.city_name O O B-meal_description I-meal_description O O,flight
boston'dan atlanta'ya öğleden sonra kalkan ve akşamdan önce atlanta'ya varan aktarmasız bir uçuş bulmak istiyorum,B-fromloc.city_name B-toloc.city_name B-arrive_time.period_of_day I-arrive_time.period_of_day O O B-arrive_time.time B-arrive_time.time_relative B-toloc.city_name O B-flight_stop O O O O,flight
bana çarşamba boston'dan denver'a uçuşları göster,O B-depart_date.day_name B-fromloc.city_name B-toloc.city_name O O,flight
united airlines'ın boston'dan san francisco'ya uçuşlarını göster,B-airline_name I-airline_name B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O,flight
bana ontario'dan tacoma'ya tek yönlü tüm uçuşları göster,O B-fromloc.city_name B-toloc.city_name B-round_trip I-round_trip O O O,flight
delta havayollarında boston'dan denver'a uçuş var mı,B-airline_name I-airline_name B-fromloc.city_name B-toloc.city_name O O O,flight
nisan yirmi yedinci denver'dan washington'a ne dersin,B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number B-fromloc.city_name B-toloc.city_name O O,flight
washington'dan boston'a uçak bileti ne kadar,B-fromloc.city_name B-toloc.city_name O O O O,airfare
hangi kuzeybatı havayolları uçuşları denver'ı öğleden önce terk ediyor,O B-airline_name I-airline_name O B-fromloc.city_name B-depart_time.time B-depart_time.time_relative O O,flight
pittsburgh'dan oakland'a uçmam ve öğleden sonra yola çıkmam gerekiyor,B-fromloc.city_name B-toloc.city_name O O B-depart_time.period_of_day I-depart_time.period_of_day O O O,flight
yarından sonraki gün için baltimore'da hangi kara taşımacılığı mevcut,B-today_relative I-today_relative I-today_relative O B-city_name O O O O,ground_service
boston'dan atlanta'ya hangi havayolları uçuyor,B-fromloc.city_name B-toloc.city_name O O O,airline
atlanta'dan toronto'ya hangi uçuşlar,B-fromloc.city_name B-toloc.city_name O O,flight
kansas city'den salt lake city'e giden delta uçuşu 1222'de hangi uçak kullanılıyor,B-fromloc.city_name I-fromloc.city_name B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-airline_name O B-flight_number O O O,aircraft
denver'dan kıtasal olarak ayrılan ve pazartesi öğleden önce chicago'ya varan tüm uçuşları listeleyin,B-fromloc.city_name B-airline_name O O O B-arrive_date.day_name B-arrive_time.time B-arrive_time.time_relative B-toloc.city_name O O O O,flight
4 eylülde pittsburgh'dan atlanta'ya seyahat edeceğim bana hangi uçuşun en ucuz olacağını söyleyebilir misin,B-depart_date.day_number B-depart_date.month_name B-fromloc.city_name B-toloc.city_name O O O O O B-cost_relative I-cost_relative O O O,flight
denver havaalanında hangi kara taşımacılığı mevcuttur,B-airport_name I-airport_name O O O O,ground_service
gelecek pazartesi atlanta'dan charlotte'a uçuşlardan bahset,B-depart_date.date_relative B-depart_date.day_name B-fromloc.city_name B-toloc.city_name O O,flight
lütfen columbus'tan anka kuşuna en erken öğle yemeği uçuşunu listeleyin,O B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-flight_mod I-flight_mod B-meal_description I-meal_description O O,flight
pittsburgh'dan kalkan uçaklar denver'a varıyor ve gece 6'dan sonra kalkıyor,B-fromloc.city_name O O B-toloc.city_name O O B-depart_time.period_of_day B-depart_time.time B-depart_time.time_relative O,flight
memphis tennessee ve las vegas arasındaki uçuşları göster,B-fromloc.city_name B-fromloc.state_name O B-toloc.city_name I-toloc.city_name O O O,flight
tampa'dan cincinnati'ye hangi uçuşlar,B-fromloc.city_name B-toloc.city_name O O,flight
pittsburgh'dan oakland havaalanına hangi uçuşlar mevcuttur,B-fromloc.city_name B-toloc.airport_name I-toloc.airport_name O O O,flight
bana perşembe 0900'dan önce kalkan atlanta'dan washington dc'ye uçuşlar hakkında bilgi ver,O B-depart_date.day_name B-depart_time.time B-depart_time.time_relative O B-fromloc.city_name B-toloc.city_name B-toloc.state_code O O O O,flight
pittsburgh dallas arası tüm uçuşları göster,B-fromloc.city_name B-toloc.city_name O O O O,flight
bana denver'dan baltimore'a öğlen saatleri civarı varan uçuşları göster,O B-fromloc.city_name B-toloc.city_name B-arrive_time.time O B-arrive_time.time_relative O O O,flight
baltimore'dan san francisco'ya twa ile uçmak istiyorum,B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-airline_code O O O,flight
amerikan için atlanta'ya varışlara ne dersin,B-airline_name O B-toloc.city_name O O O,flight
merhaba ben atlanta'dan boston'a bir delta uçuşu istiyorum,O O B-fromloc.city_name B-toloc.city_name O B-airline_name O O,flight
united airlines'ın denver san francisco uçuşlarında kullandığı uçak tipini bana bildirir misiniz sabah 10'dan önce bu uçuşlarda kullandıkları uçak tipini öğrenmek istiyorum,B-airline_name I-airline_name B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O O O O O B-depart_time.period_of_day B-depart_time.time B-depart_time.time_relative O O O O O O O,aircraft
bana ağustos iki boston'dan denver'a yemek servisi yapan en erken uçuşu göster,O B-depart_date.month_name B-depart_date.day_number B-fromloc.city_name B-toloc.city_name B-meal O O B-flight_mod I-flight_mod O O,flight
bana yedinci ağustosta atlanta'dan kalkan ve denver'a varan en son uçağı bul,O B-depart_date.day_number B-depart_date.month_name B-fromloc.city_name O O B-toloc.city_name O B-flight_mod B-flight_mod O O,flight
denver'dan san francisco'ya bir kahvaltı uçuşu lütfen,B-fromloc.city_name B-toloc.city_name I-toloc.city_name O B-meal_description O O,flight
lütfen bana çarşamba sabahı kahvaltı servisi yapan pittsburgh'dan atlanta'ya uçuşları göster,O O B-depart_date.day_name B-depart_time.period_of_day B-meal_description O O B-fromloc.city_name B-toloc.city_name O O,flight
washington'dan kaç delta uçuşu kalkıyor,B-fromloc.city_name O B-airline_name O O,quantity
bana yarın st petersburg'dan milwaukee'ye twa dışındaki bir havayolunda en erken uçuşu ver,O B-depart_date.today_relative B-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-airline_code B-mod O O B-flight_mod I-flight_mod O O,flight
boston'dan baltimore'a uçmak istiyorum,B-fromloc.city_name B-toloc.city_name O O,flight
oakland ve denver arasında hangi sabah uçuşunuz var,B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day O O,flight
bwi'den washington'a nasıl gidebilirim,B-fromloc.airport_code B-toloc.city_name O O,flight
united airlines'ın dallas'tan san francisco'ya uçuşu var mı,B-airline_name I-airline_name B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O,flight
amerikan havayolları hangi uçuşlara hizmet veriyor,B-airline_name I-airline_name O O O O,flight
twa birinci sınıf uçuşlarla kaç şehre hizmet veriyor,B-airline_code B-class_type I-class_type O O O O O,quantity
baltimore'dan philadelphia'ya tüm ekonomi biletlerini görmek istiyorum,B-fromloc.city_name B-toloc.city_name O B-economy O O O,airfare
dallas için kara taşımacılığı hakkında bilgi göster,B-city_name O O O O O O,ground_service
bana cleveland'dan miami'ye gidiş dönüş us air uçuşu için birinci sınıf biletlerin fiyatlarını göster,O B-fromloc.city_name B-toloc.city_name B-round_trip I-round_trip B-airline_name I-airline_name O O B-class_type I-class_type O O O,airfare
dallas'tan boston'a uçuş yarın,B-fromloc.city_name B-toloc.city_name O B-depart_date.today_relative,flight
washington dc'deki havaalanlarını göster,B-city_name B-state_code O O,airport
bir cuma günü los angeles'tan anka kuşuna,O B-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name I-toloc.city_name,flight
dallas denver gidiş dönüş en ucuz otobüs bileti ücreti nedir,B-fromloc.city_name B-toloc.city_name B-round_trip I-round_trip B-class_type I-class_type O O O O,airfare
philadelphia'dan dallas'a uçuşları listele,B-fromloc.city_name B-toloc.city_name O O,flight
atlanta'dan baltimore'a en ucuz uçak bileti,B-fromloc.city_name B-toloc.city_name B-cost_relative I-cost_relative O O,flight
boston'da havaalanı ve şehir merkezi arasında kara taşımacılığı,B-toloc.city_name O O O O O O O,ground_service
havaalanlarının isimleri,O O,airport
boston'dan tekrar ediyorum atlanta'ya tek yön uçuş yapmak istiyorum ücretler ne kadar söylersiniz en ucuz programı isterim,B-fromloc.city_name O O B-toloc.city_name B-round_trip I-round_trip O O O O O O O B-cost_relative I-cost_relative O O,flight+airfare
la guardia jfk uçuşları,B-fromloc.airport_name I-fromloc.airport_name B-toloc.airport_code O,flight
twa hangi hizmet sınıflarını sağlıyor,B-airline_code O O O O,flight
uçuşları listele st paul'dan san jose'ye ve st paul'den houston'a,O O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name I-toloc.city_name O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name,flight
pittsburgh baltimore uçuşları nelerdir,B-fromloc.city_name B-toloc.city_name O O,flight
hangi uçuşlar charlotte kuzey carolina'dan ayrılıp pazartesi günü saat 1600'dan önce phoenix arizona'ya varıyor,O O B-fromloc.city_name B-fromloc.state_name I-fromloc.state_name O B-arrive_date.day_name I-arrive_date.day_name O B-arrive_time.time B-arrive_time.time_relative B-toloc.city_name B-toloc.state_name O,flight
pazartesi için pittsburgh'dan san francisco'ya uygun uçuşları görmek istiyorum,B-depart_date.day_name O B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O O,flight
bana en ucuz sınıfı olan tüm günlük boston uçuşlarını göster,O B-class_type I-class_type I-class_type O O B-flight_days B-fromloc.city_name O O,flight
cuma günü newark'tan tampa'ya bir uçuşa ihtiyacım var,B-depart_date.day_name O B-fromloc.city_name B-toloc.city_name O O O O,flight
san francisco'dan boston'a en son uçuş hangisidir,B-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-flight_mod B-flight_mod O O,flight
boston'dan dallas'a hangi uçuşlar mevcut,B-fromloc.city_name B-toloc.city_name O O O,flight
doğunun boston'dan san francisco'ya erken öğleden sonra uçuşu var mı,B-airline_name B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-depart_time.period_of_day B-depart_time.period_of_day I-depart_time.period_of_day O O O,flight
bana pittsburgh philadelphia uçuşlarını göster,O B-fromloc.city_name B-toloc.city_name O O,flight
cuma günü new york'tan miami'ye uçan havayolları,B-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O O,airline
denver'den san francisco'ya uçuşları göster,B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O,flight
bana chicago'daki kara taşımacılığından bahset,O B-city_name O O O,ground_service
ve gece yarısından sonra oakland'dan boston'a uçuş,O B-depart_time.period_of_day I-depart_time.period_of_day B-depart_time.time_relative B-fromloc.city_name B-toloc.city_name O,flight
havayolları hala birinci sınıf sunuyor mu,O O B-class_type I-class_type O O,airline
newark'tan boston'a saat 1700'den sonra hangi uçuşlar gidiyor,B-fromloc.city_name B-toloc.city_name O B-depart_time.time B-depart_time.time_relative O O O,flight
lütfen bana yarın en erken st petersburg'dan milwaukee'ye uçuşları ver,O O B-depart_date.today_relative B-flight_mod I-flight_mod B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O O,flight
boston'dan baltimore'a uçmam gerekiyor lütfen bana sabah saat 8'den önce uçuşlarınızın saatlerini verin,B-fromloc.city_name B-toloc.city_name O O O O B-depart_time.period_of_day B-depart_time.time I-depart_time.time B-depart_time.time_relative B-flight_time I-flight_time O,flight
merhaba columbus'tan phoenix'e uçmak ve yol boyunca cincinnati'de durmak istiyorum,O B-fromloc.city_name B-toloc.city_name O O O O B-stoploc.city_name O O,flight
boston'dan atlanta'ya en ucuz uçak bileti,B-fromloc.city_name B-toloc.city_name B-cost_relative I-cost_relative O O,flight
pittsburgh'den washington dc'ye tüm gidiş dönüş ücretlerini listele,B-fromloc.city_name B-toloc.city_name B-toloc.state_code O B-round_trip I-round_trip O O,airfare
sfo'dan denver'a onbir kasım 1991 pazartesi,B-fromloc.airport_code B-toloc.city_name B-depart_date.day_number B-depart_date.month_name B-depart_date.year B-depart_date.day_name,flight
lütfen boston'dan denver'a yemek servisi yapılan tüm uçuşları listeleyin,O B-fromloc.city_name B-toloc.city_name B-meal I-meal O O O O,flight
pittsburgh'tan atlanta'ya en ucuz uçak bileti,B-fromloc.city_name B-toloc.city_name B-cost_relative I-cost_relative O O,flight
indianapolis'ten toronto'ya perşembe sabahı aktarmasız bir uçuş istiyorum,B-fromloc.city_name B-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day B-flight_stop O O O,flight
boston'dan denver'a çarşamba sabahı saat 8 ile denver'a varan uçuşları bilmek istiyorum,B-fromloc.city_name B-toloc.city_name B-arrive_date.day_name B-arrive_time.period_of_day B-arrive_time.time I-arrive_time.time B-arrive_time.time_relative B-toloc.city_name O O O O,flight
denver'dan philadelphia'ya tüm uçuşları listele,B-fromloc.city_name B-toloc.city_name O O O,flight
denver'da aktarmalı tüm kuzeybatı ve birleşik havayolları uçuşları,B-stoploc.city_name O O B-airline_name O B-airline_name I-airline_name O,flight
denver'dan pittsburgh ve atlanta'ya bir bilet hakkında bilgi almak istiyorum,B-fromloc.city_name B-toloc.city_name O B-toloc.city_name O O O O O O,airfare
tampa'dan st louis sabah 10'dan önce birinci sınıftan ayrılan tek yön uçuşları göster,B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-depart_time.time B-depart_time.time B-depart_time.time_relative B-class_type I-class_type O B-round_trip I-round_trip O O,flight
denver pittsburgh arası en ucuz uçak bileti ne kadar,B-fromloc.city_name B-toloc.city_name O B-cost_relative I-cost_relative O O O O,airfare
boston'dan oakland'a öğleden sonra aktarmasız uçuşları olan havayollarını listeleyin,B-fromloc.city_name B-toloc.city_name B-arrive_time.period_of_day I-arrive_time.period_of_day B-flight_stop O O O O,airline
boston'dan san francisco'ya yemek servisi yapan en erken uçuşu bulun,B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-meal O O B-flight_mod I-flight_mod O O,flight
denver'dan atlanta'ya gidiş dönüş yolculuğu yapmak ve pittsburgh'da durmak istiyorum en ucuz bileti alabilir miyim,B-fromloc.city_name B-toloc.city_name B-round_trip I-round_trip O O O B-stoploc.city_name O O B-cost_relative I-cost_relative O O O,flight
pittsburgh'dan atlanta'ya en düşük tek yön ücretleri nelerdir,B-fromloc.city_name B-toloc.city_name B-cost_relative I-cost_relative B-round_trip I-round_trip O O,airfare
boston'dan san francisco'ya ekonomi sınıfı en ucuz gece servisi nedir,B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-economy I-economy B-class_type I-class_type B-depart_time.period_of_day O O,flight
philadelphia uluslararası havaalanında hava taksi operasyonunun maliyeti nedir,B-airport_name I-airport_name I-airport_name B-transport_type I-transport_type I-transport_type O O,ground_fare
ne tür yemekler var,O O B-meal O,meal
